County Name,Facility_Name,Full_Address,State,Total
BROWN,MAYO CLINIC HEALTH SYSTEM-SPRINGFIELD,"625 JACKSON AVENUE NORTH,SPRINGFIELD,BROWN,MN",MN,248925
WADENA,TRI COUNTY HOSPITAL,"415 JEFFERSON STREET NORTH,WADENA,WADENA,MN",MN,831
MILLE LACS,MILLE LACS HEALTH SYSTEM,"200 NORTH ELM STREET,ONAMIA,MILLE LACS,MN",MN,1918
POLK,ESSENTIA HEALTH FOSSTON,"900 HILLIGOSS BOULEVARD SE,FOSSTON,POLK,MN",MN,678790
LYON,AVERA MARSHALL REGIONAL MEDICAL CTR,"300 SOUTH BRUCE STREET,MARSHALL,LYON,MN",MN,62054
ITASCA,DEER RIVER HEALTHCARE CENTER,"115 10TH AVENUE NORTHEAST,DEER RIVER,ITASCA,MN",MN,4504
SCOTT,MAYO CLINIC HEALTH SYSTEM-NEW PRAGUE,"301 2ND STREET NORTHEAST,NEW PRAGUE,SCOTT,MN",MN,176035
WRIGHT,CENTRACARE HEALTH - MONTICELLO,"1013 HART BOULEVARD,MONTICELLO,WRIGHT,MN",MN,47409
STEVENS,STEVENS COMMUNITY MEDICAL CENTER,"400 EAST FIRST STREET,MORRIS,STEVENS,MN",MN,4065
SWIFT,SWIFT COUNTY BENSON HOSPITAL,"1815 WISCONSIN AVENUE,BENSON,SWIFT,MN",MN,1547
MEEKER,MEEKER MEMORIAL HOSPITAL,"612 SOUTH SIBLEY AVENUE,LITCHFIELD,MEEKER,MN",MN,3838
KANABEC,FIRSTLIGHT HEALTH SYSTEM,"301 SOUTH HIGHWAY 65,MORA,KANABEC,MN",MN,954
STEARNS,CENTRACARE HEALTH SYSTEM - SAUK CENTRE,"425 NORTH ELM STREET,SAUK CENTRE,STEARNS,MN",MN,161247
FARIBAULT,UNITED HOSPITAL DISTRICT,"515 SOUTH MOORE STREET, PO BOX 160,BLUE EARTH,FARIBAULT,MN",MN,2571
MORRISON,ST GABRIELS HOSPITAL,"815 SOUTHEAST SECOND STREET,LITTLE FALLS,MORRISON,MN",MN,3659
ROCK,SANFORD LUVERNE MEDICAL CENTER,"1600 N KNISS AVENUE P O BOX 1019,LUVERNE,ROCK,MN",MN,60942
LAC QUI PARLE,MADISON HOSPITAL,"820 THIRD AVENUE,MADISON,LAC QUI PARLE,MN",MN,311
OTTER TAIL,PERHAM HEALTH,"1000 CONEY STREET WEST,PERHAM,OTTER TAIL,MN",MN,5975
PIPESTONE,PIPESTONE COUNTY  MEDICAL CENTER,"916 4TH AVENUE SOUTHWEST,PIPESTONE,PIPESTONE,MN",MN,2170
LE SUEUR,MINNESOTA VALLEY HEALTH CENTER  INC,"621 SOUTH FOURTH STREET,LE SUEUR,LE SUEUR,MN",MN,5944
POPE,GLACIAL RIDGE HOSPITAL,"10 4TH AVENUE SOUTHEAST,GLENWOOD,POPE,MN",MN,25261
WILKIN,ST FRANCIS MEDICAL CENTER,"2400 ST FRANCIS DRIVE,BRECKENRIDGE,WILKIN,MN",MN,1452
BROWN,NEW ULM MEDICAL CENTER,"1324 FIFTH NORTH STREET,NEW ULM,BROWN,MN",MN,248925
GRANT,PRAIRIE RIDGE HOSPITAL AND HEALTH SERVICES,"1411 HIGHWAY 79 E,ELBOW LAKE,GRANT,MN",MN,79813
HUBBARD,ST JOSEPHS AREA  HEALTH SERVICES,"600 PLEASANT AVENUE,PARK RAPIDS,HUBBARD,MN",MN,328
PENNINGTON,SANFORD MEDICAL CENTER THIEF RIVER FALLS,"3001 SANFORD PARKWAY,THIEF RIVER FALLS,PENNINGTON,MN",MN,29562
RAMSEY,GILLETTE CHILDRENS SPECIALTY HOSPITAL,"200 UNIVERSITY AVENUE EAST,SAINT PAUL,RAMSEY,MN",MN,276666
HENNEPIN,CHILDREN'S HOSPITALS & CLINICS OF MN,"2525 CHICAGO AVENUE SOUTH,MINNEAPOLIS,HENNEPIN,MN",MN,749386
ANOKA,ANOKA-METRO REG TREATMENT CTR,"3301 SEVENTH AVE NORTH,ANOKA,ANOKA,MN",MN,128133
KANDIYOHI,CHILD & ADOLESCENT BEHAVIORAL HEALTH SERVICES,"1701 TECHNOLOGY DRIVE NE,WILLMAR,KANDIYOHI,MN",MN,39610
WRIGHT,COMMUNITY BEHAVIORAL HEALTH HOSPITAL ANNANDALE,"400 ANNANDALE BOULEVARD,ANNANDALE,WRIGHT,MN",MN,47409
DOUGLAS,COMM BEHAVIORAL HEALTH HOSP,"1610 8TH AVENUE EAST,ALEXANDRIA,DOUGLAS,MN",MN,606395
OTTER TAIL,COMMUNITY BEHAVIORAL HOSPITAL FERGUS FALLS,"1801 WEST ALCOTT,FERGUS FALLS,OTTER TAIL,MN",MN,5975
BELTRAMI,COMMUNITY BEHAVIORAL HEALTH HOSPITAL - BEMIDJI,"800 BEMIDJI AVENUE NORTH SUITE 200,BEMIDJI,BELTRAMI,MN",MN,2172
OLMSTED,COMMUNITY BEHAVIORAL HEALTH HOSPITAL ROCHESTER,"251 WOOD LAKE DRIVE SOUTHEAST,ROCHESTER,OLMSTED,MN",MN,68240
PENNINGTON,SANFORD BEHAVIORAL HEALTH CENTER,"120 LABREE AVENUE SOUTH,THIEF RIVER FALLS,PENNINGTON,MN",MN,29562
HINDS,UNIVERSITY OF MISSISSIPPI MED CENTER,"2500 N STATE ST,JACKSON,HINDS,MS",MS,132362
TISHOMINGO,TISHOMINGO HEALTH SERVICES INC,"1777 CURTIS DRIVE,IUKA,TISHOMINGO,MS",MS,4144
LEE,NORTH MISSISSIPPI MEDICAL CENTER,"830 S GLOSTER STREET,TUPELO,LEE,MS",MS,602633
UNION,BAPTIST MEMORIAL HOSPITAL UNION COUNTY,"200 HWY 30 WEST,NEW ALBANY,UNION,MS",MS,1667751
HARRISON,MERIT HEALTH BILOXI,"150 REYNOIR STREET,BILOXI,HARRISON,MS",MS,101018
ALCORN,MAGNOLIA REGIONAL HEALTH CENTER,"611 ALCORN DRIVE,CORINTH,ALCORN,MS",MS,3539
MARSHALL,ALLIANCE HEALTHCARE SYSTEM,"1430 HIGHWAY 4 EAST / P O BOX 6000,HOLLY SPRINGS,MARSHALL,MS",MS,219020
JASPER,JASPER GENERAL HOSPITAL,"15 SOUTH 6TH STREET,BAY SPRINGS,JASPER,MS",MS,93201
HARRISON,MEMORIAL HOSPITAL AT GULFPORT,"4500 13TH STREET,GULFPORT,HARRISON,MS",MS,101018
WEBSTER,WEBSTER GENERAL HOSPITAL/ SWING BED,"70 MEDICAL PLAZA,EUPORA,WEBSTER,MS",MS,25449
MONROE,NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY,"1105 EARL FRYE BLVD,AMORY,MONROE,MS",MS,587834
WINSTON,WINSTON MEDICAL CENTER & SWINGBED,"17550 EAST MAIN STREET,LOUISVILLE,WINSTON,MS",MS,25785
WARREN,MERIT HEALTH RIVER REGION,"2100 HWY 61 N,VICKSBURG,WARREN,MS",MS,363613
LAFAYETTE,BAPTIST MEMORIAL HOSPITAL NORTH MS,"1100 BELK BLVD,OXFORD,LAFAYETTE,MS",MS,34648
GEORGE,GEORGE REGIONAL HEALTH SYSTEM,"859 WINTER STREET,LUCEDALE,GEORGE,MS",MS,4378
MADISON,MERIT HEALTH MADISON,"161 RIVER OAKS DRIVE,CANTON,MADISON,MS",MS,412934
JACKSON,SINGING RIVER HEALTH SYSTEM,"2809 DENNY AV,PASCAGOULA,JACKSON,MS",MS,269410
NESHOBA,NESHOBA COUNTY GENERAL HOSPITAL,"1001 HOLLAND AVENUE,PHILADELPHIA,NESHOBA,MS",MS,60308
PRENTISS,BAPTIST MEMORIAL HOSPITAL BOONEVILLE,"100 HOSPITAL DRIVE,BOONEVILLE,PRENTISS,MS",MS,6352
HINDS,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,"969 LAKELAND DR,JACKSON,HINDS,MS",MS,132362
PIKE,BEACHAM MEMORIAL HOSPITAL,"205 N CHERRY STREET,MAGNOLIA,PIKE,MS",MS,111489
OKTIBBEHA,OCH REGIONAL MEDICAL CENTER,"400 HOSPITAL ROAD /MAIL PO BOX 1506,STARKVILLE,OKTIBBEHA,MS",MS,27561
LINCOLN,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN,"P O BOX 948/427 HIGHWAY 51 NORTH,BROOKHAVEN,LINCOLN,MS",MS,205212
JONES,SOUTH CENTRAL REG MED CTR,"1220 JEFFERSON ST BOX 607,LAUREL,JONES,MS",MS,108971
JEFFERSON,JEFFERSON COUNTY HOSPITAL,"870 S MAIN,FAYETTE,JEFFERSON,MS",MS,1068891
YALOBUSHA,YALOBUSHA GENERAL HOSPITAL,"630 SOUTH MAIN STREET,WATER VALLEY,YALOBUSHA,MS",MS,10017
LAUDERDALE,RUSH FOUNDATION HOSPITAL,"1314 19TH AVE,MERIDIAN,LAUDERDALE,MS",MS,97612
HINDS,MERIT HEALTH CENTRAL,"1850 CHADWICK DR,JACKSON,HINDS,MS",MS,132362
WAYNE,WAYNE GENERAL HOSPITAL,"950 MATTHEW DR,WAYNESBORO,WAYNE,MS",MS,2320654
FORREST,FORREST GENERAL HOSPITAL,"6051 US HIGHWAY 49,HATTIESBURG,FORREST,MS",MS,56203
SHARKEY,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,"47 SOUTH FOURTH ST,ROLLING FORK,SHARKEY,MS",MS,1544
LAUDERDALE,ANDERSON REGIONAL MEDICAL CENTER SOUTH CAMPUS,"1102 CONSTITUTION AVENUE,MERIDIAN,LAUDERDALE,MS",MS,97612
WASHINGTON,DELTA REGIONAL MEDICAL CENTER,"1400 E UNION ST,GREENVILLE,WASHINGTON,MS",MS,711487
ADAMS,MERIT HEALTH NATCHEZ,"52 SERGEANT PRENTISS DRIVE,NATCHEZ,ADAMS,MS",MS,401725
MARION,MARION GENERAL HOSPITAL,"1560 SUMRALL RD,COLUMBIA,MARION,MS",MS,1388722
BOLIVAR,BOLIVAR MEDICAL CENTER,"901 E SUNFLOWER RD,CLEVELAND,BOLIVAR,MS",MS,20367
LAMAR,MERIT HEALTH WESLEY,"5001 W HARDY ST,HATTIESBURG,LAMAR,MS",MS,55966
SUNFLOWER,SOUTH SUNFLOWER COUNTY HOSPITAL,"121 E BAKER ST,INDIANOLA,SUNFLOWER,MS",MS,17163
RANKIN,CROSSGATES RIVER OAKS HOSPITAL,"350 CROSSGATES BLVD,BRANDON,RANKIN,MS",MS,51966
PIKE,SOUTHWEST MS REGIONAL MEDICAL CENTER,"215 MARION AV BOX 1307,MCCOMB,PIKE,MS",MS,111489
LEFLORE,GREENWOOD LEFLORE HOSPITAL,"1401 RIVER RD,GREENWOOD,LEFLORE,MS",MS,30539
LOWNDES,BAPTIST MEMORIAL HOSPITAL GOLDEN TRIANGLE INC,"2520 5TH STREET N,COLUMBUS,LOWNDES,MS",MS,118009
HINDS,MISSISSIPPI BAPTIST MEDICAL CENTER,"1225 N STATE ST,JACKSON,HINDS,MS",MS,132362
LAUDERDALE,ANDERSON REGIONAL MEDICAL CTR,"2124 14 ST,MERIDIAN,LAUDERDALE,MS",MS,97612
PEARL RIVER,HIGHLAND COMMUNITY  HOSPITAL,"130 HIGHLAND PKWY,PICAYUNE,PEARL RIVER,MS",MS,21865
HARRISON,GARDEN PARK MEDICAL CENTER,"15200 COMMUNITY ROAD,GULFPORT,HARRISON,MS",MS,101018
SIMPSON,MAGEE GENERAL HOSPITAL,"300 3RD AVE SE,MAGEE,SIMPSON,MS",MS,20239
NESHOBA,CHOCTAW HEALTH CENTER,"ROUTE 7 BOX R50,PHILADELPHIA,NESHOBA,MS",MS,60308
PANOLA,PANOLA MEDICAL CENTER,"303 MEDICAL CENTER DRIVE,BATESVILLE,PANOLA,MS",MS,31525
RANKIN,WHITFIELD MEDICAL SURGICAL HOSPITAL,"3550 HWY 468 W, BLDG 60,WHITFIELD,RANKIN,MS",MS,51966
RANKIN,MERIT HEALTH WOMEN'S HOSPITAL,"1026 RIVER OAKS DRIVE,FLOWOOD,RANKIN,MS",MS,51966
RANKIN,MERIT HEALTH RIVER OAKS,"1030 RIVER OAKS DRIVE,FLOWOOD,RANKIN,MS",MS,51966
LAUDERDALE,ALLIANCE HEALTH CENTER,"5000 HIGHWAY 39 NORTH,MERIDIAN,LAUDERDALE,MS",MS,97612
HINDS,MISSISSIPPI METHODIST REHAB CTR,"1350 E WOODROW WILSON DR,JACKSON,HINDS,MS",MS,132362
HANCOCK,OCHSNER MEDICAL CENTER-HANCOCK,"149 DRINKWATER BLVD,BAY SAINT LOUIS,HANCOCK,MS",MS,72911
SMITH,PATIENTS CHOICE MEDICAL CENTER,"347 MAGNOLIA DRIVE,RALEIGH,SMITH,MS",MS,63069
GRENADA,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA,"960 AVENT DRIVE,GRENADA,GRENADA,MS",MS,19063
HARRISON,81st Medical Group (Keesler AFB),"81 MDG 301 Fisher St. Suite 109,Biloxi,HARRISON,MS",MS,101018
SCOTT,S E LACKEY MEMORIAL HOSPITAL,"330 N BROAD STREET,FOREST,SCOTT,MS",MS,176035
MONROE,MONROE REGIONAL HOSPITAL,"400 SOUTH CHESTNUT STREET,ABERDEEN,MONROE,MS",MS,587834
STONE,STONE COUNTY HOSPITAL,"1434 EAST CENTRAL AVENUE,WIGGINS,STONE,MS",MS,5998
TALLAHATCHIE,TALLAHATCHIE CRITICAL ACCESS HOSPITAL,"201 SOUTH MARKET ST / PO BOX 230,CHARLESTON,TALLAHATCHIE,MS",MS,6122
LAWRENCE,LAWRENCE COUNTY HOSPITAL CAH,"1065 EAST BROAD ST / PO BOX 788,MONTICELLO,LAWRENCE,MS",MS,66787
GREENE,PERRY COUNTY GENERAL HOSP,"206 BAY ST,RICHTON,GREENE,MS",MS,127249
NOXUBEE,NOXUBEE GENERAL CRITICAL ACCESS HOSP,"78 HOSPITAL ROAD,MACON,NOXUBEE,MS",MS,16643
PONTOTOC,PONTOTOC HEALTH SERVICE INC CAH,"176 SOUTH MAIN STREET,PONTOTOC,PONTOTOC,MS",MS,14132
WILKINSON,FIELD HEALTH SYSTEM,"178 HIGHWAY 24,CENTREVILLE,WILKINSON,MS",MS,14918
MONTGOMERY,TYLER HOLMES MEMORIAL HOSPITAL CAH,"409 TYLER HOLMES DRIVE,WINONA,MONTGOMERY,MS",MS,2265179
YAZOO,BAPTIST MEDICAL CENTER-YAZOO,"823 GRAND AVENUE,YAZOO CITY,YAZOO,MS",MS,29810
QUITMAN,QUITMAN COUNTY HOSPITAL CAH,"340 GETWELL DRIVE,MARKS,QUITMAN,MS",MS,5423
LEAKE,BAPTIST MEDICAL CENTER-LEAKE,"1100 HIGHWAY 16 EAST,CARTHAGE,LEAKE,MS",MS,39592
SIMPSON,SIMPSON GENERAL HOSPITAL CAH,"1842 SIMPSON HIGHWAY 149,MENDENHALL,SIMPSON,MS",MS,20239
SUNFLOWER,NORTH SUNFLOWER MEDICAL CENTER CAH,"840 NORTH OAK AVENUE,RULEVILLE,SUNFLOWER,MS",MS,17163
HOLMES,HOLMES COUNTY HOSPITAL AND CLINICS,"239 BOWLING GREEN ROAD,LEXINGTON,HOLMES,MS",MS,52318
NESHOBA,LAIRD HOSPITAL INC,"25117 HIGHWAY 15,UNION,NESHOBA,MS",MS,60308
SCOTT,SCOTT REGIONAL HOSPITAL CAH,"317 HIGHWAY 13 SOUTH,MORTON,SCOTT,MS",MS,176035
WALTHALL,WALTHALL COUNTY GENERAL HOSPITAL CAH,"100 HOSPITAL DRIVE,TYLERTOWN,WALTHALL,MS",MS,10330
JEFFERSON DAVIS,JEFFERSON DAVIS GENERAL HOSPITAL,"1102 ROSE STREET,PRENTISS,JEFFERSON DAVIS,MS",MS,7294
GREENE,GREENE COUNTY HOSPITAL CAH,"1017 JACKSON STREET,LEAKESVILLE,GREENE,MS",MS,127249
FRANKLIN,FRANKLIN COUNTY MEMORIAL HOSPITAL,"40 UNION CHURCH RD,MEADVILLE,FRANKLIN,MS",MS,987750
PEARL RIVER,PEARL RIVER COUNTY HOSPITAL & NURSING HOME,"305 WEST MOODY STREET,POPLARVILLE,PEARL RIVER,MS",MS,21865
KEMPER,JOHN C STENNIS MEMORIAL HOSPITAL,"14365 HIGHWAY 16 WEST,DE KALB,KEMPER,MS",MS,12490
ATTALA,BAPTIST MEDICAL CENTER ATTALA,"220 HWY 12 WEST,KOSCIUSKO,ATTALA,MS",MS,25527
TIPPAH,TIPPAH COUNTY HOSPITAL,"1005 CITY AVE NORTH,RIPLEY,TIPPAH,MS",MS,9380
SHARKEY,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,"47 SOUTH FOURTH ST,ROLLING FORK,SHARKEY,MS",MS,1544
RANKIN,BRENTWOOD BEHAVIORAL HEALTHCARE OF MS,"3531 EAST LAKELAND DRIVE,FLOWOOD,RANKIN,MS",MS,51966
LAMAR,SOUTH MISSISSIPPI STATE HOSPITAL,"823 HIGHWAY 589,PURVIS,LAMAR,MS",MS,55966
LEE,NORTH MISSISSIPPI STATE HOSPITAL,"1937 BRIAR RIDGE RD,TUPELO,LEE,MS",MS,602633
RANKIN,MS STATE HOSPITAL-WHITFIELD,"3550 HIGHWAY 468 WEST,WHITFIELD,RANKIN,MS",MS,51966
HARRISON,GULFPORT BEHAVIORAL HEALTH  SYSTEM,"11150 US HIGHWAY 49 NORTH,GPT,HARRISON,MS",MS,101018
JASPER,MERCY HOSPITAL JOPLIN,"100 MERCY WAY,JOPLIN,JASPER,MO",MO,93201
ST. CHARLES,SSM ST JOSEPH HEALTH CENTER,"300 1ST CAPITOL DR,SAINT CHARLES,ST. CHARLES,MO",MO,86655
BUCHANAN,MOSAIC LIFE CARE AT ST JOSEPH,"5325 FARAON STREET,SAINT JOSEPH,BUCHANAN,MO",MO,64090
PETTIS,BOTHWELL REGIONAL HEALTH CENTER,"601 E 14TH ST,SEDALIA,PETTIS,MO",MO,8179
PHELPS,PHELPS COUNTY REGIONAL MEDICAL CENTER,"1000 W 10TH ST,ROLLA,PHELPS,MO",MO,2981
ST. LOUIS,MERCY HOSPITAL ST LOUIS,"615 NEW BALLAS ROAD,SAINT LOUIS,ST. LOUIS,MO",MO,508995
ADAIR,NORTHEAST REGIONAL MEDICAL CENTER,"315 S OSTEOPATHY,KIRKSVILLE,ADAIR,MO",MO,25513
JEFFERSON,MERCY HOSPITAL JEFFERSON,"1400 US HIGHWAY 61,FESTUS,JEFFERSON,MO",MO,1068891
TEXAS,TEXAS COUNTY MEMORIAL HOSPITAL,"1333 SAM HOUSTON BOULEVARD,HOUSTON,TEXAS,MO",MO,68635
MARION,HANNIBAL REGIONAL HOSPITAL,"6000 HOSPITAL DR,HANNIBAL,MARION,MO",MO,1388722
JACKSON,RESEARCH MEDICAL CENTER,"2316 E MEYER BLVD,KANSAS CITY,JACKSON,MO",MO,269410
PULASKI,General Leonard Wood ACH (FT Leonard Wood),"126 Missouri Avenue,Fort Leonard Wood,PULASKI,MO",MO,160364
BATES,BATES COUNTY MEMORIAL HOSPITAL,"615 W NURSERY ST,BUTLER,BATES,MO",MO,1000
GREENE,COX MEDICAL CENTERS,"3801 SOUTH NATIONAL AVENUE,SPRINGFIELD,GREENE,MO",MO,127249
JACKSON,TRUMAN MEDICAL CENTER HOSPITAL HILL,"2301 HOLMES STREET,KANSAS CITY,JACKSON,MO",MO,269410
NODAWAY,SSM HEALTH ST. FRANCIS HOSPITAL- MARYVILLE,"2016 SOUTH MAIN ST,MARYVILLE,NODAWAY,MO",MO,1248
FRANKLIN,MERCY HOSPITAL WASHINGTON,"901 EAST 5TH STREET,WASHINGTON,FRANKLIN,MO",MO,987750
LACLEDE,MERCY HOSPITAL LEBANON,"100 HOSPITAL DRIVE,LEBANON,LACLEDE,MO",MO,2113
VERNON,NEVADA REGIONAL MEDICAL CENTER,"800 S ASH ST,NEVADA,VERNON,MO",MO,3128
PLATTE,SAINT LUKES NORTH HOSPITAL,"5830 N W BARRY ROAD,KANSAS CITY,PLATTE,MO",MO,54380
AUDRAIN,SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN,"620 E MONROE,MEXICO,AUDRAIN,MO",MO,7239
GREENE,MERCY HOSPITAL SPRINGFIELD,"1235 E CHEROKEE,SPRINGFIELD,GREENE,MO",MO,127249
BOONE,BOONE HOSPITAL CENTER,"1600 E BROADWAY,COLUMBIA,BOONE,MO",MO,147482
PEMISCOT,PEMISCOT COUNTY MEMORIAL HOSPITAL,"946 EAST REED,HAYTI,PEMISCOT,MO",MO,7855
RANDOLPH,MOBERLY REGIONAL MEDICAL CENTER,"1515 UNION AVE,MOBERLY,RANDOLPH,MO",MO,146788
ST. LOUIS,MERCY HOSPITAL SOUTH,"10010 KENNERLY ROAD,SAINT LOUIS,ST. LOUIS,MO",MO,508995
HOWELL,OZARKS MEDICAL CENTER,"1100 KENTUCKY AVE,WEST PLAINS,HOWELL,MO",MO,1979
JEFFERSON,SSM ST CLARE HEALTH CENTER,"1015 BOWLES,FENTON,JEFFERSON,MO",MO,1068891
JACKSON,ST JOSEPH MEDICAL CENTER,"1000 CARONDELET DR,KANSAS CITY,JACKSON,MO",MO,269410
ST. LOUIS,SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS,"6420 CLAYTON RD,RICHMOND HEIGHTS,ST. LOUIS,MO",MO,508995
TANEY,COX MEDICAL CENTER BRANSON,"525 BRANSON LANDING BLVD, PO BOX 650,BRANSON,TANEY,MO",MO,3793
JACKSON,CENTERPOINT MEDICAL CENTER,"19600 EAST 39TH STREET,INDEPENDENCE,JACKSON,MO",MO,269410
JOHNSON,WESTERN MISSOURI MEDICAL CENTER,"403 BURKARTH ROAD,WARRENSBURG,JOHNSON,MO",MO,363983
JACKSON,TRUMAN MEDICAL CENTER LAKEWOOD,"7900 LEE'S SUMMIT RD,KANSAS CITY,JACKSON,MO",MO,269410
ST. LOUIS,SSM DEPAUL HEALTH CENTER,"12303 DEPAUL DRIVE,BRIDGETON,ST. LOUIS,MO",MO,508995
ST. LOUIS,MISSOURI BAPTIST MEDICAL CENTER,"3015 N BALLAS RD,TOWN AND COUNTRY,ST. LOUIS,MO",MO,508995
SCOTT,MISSOURI DELTA MEDICAL CENTER,"1008 NORTH MAIN ST,SIKESTON,SCOTT,MO",MO,176035
BUTLER,POPLAR BLUFF REGIONAL MEDICAL CENTER,"3100 OAK GROVE ROAD,POPLAR BLUFF,BUTLER,MO",MO,192297
JASPER,FREEMAN HEALTH SYSTEM - FREEMAN WEST,"1102 WEST 32ND STREET,JOPLIN,JASPER,MO",MO,93201
JACKSON,ST LUKES HOSPITAL OF KANSAS CITY,"4401 WORNALL ROAD,KANSAS CITY,JACKSON,MO",MO,269410
BOONE,UNIVERSITY OF MISSOURI HEALTH CARE,"ONE HOSPITAL DRIVE,COLUMBIA,BOONE,MO",MO,147482
SALINE,FITZGIBBON MEMORIAL HOSPITAL,"2305 S 65 HIGHWAY,MARSHALL,SALINE,MO",MO,88009
STODDARD,SOUTHEASTHEALTH CENTER OF STODDARD COUNTY,"1200 N ONE MILE RD,DEXTER,STODDARD,MO",MO,8439
ST. LOUIS,BARNES-JEWISH WEST COUNTY HOSPITAL,"12634 OLIVE BOULEVARD,CREVE COEUR,ST. LOUIS,MO",MO,508995
ST. FRANCOIS,PARKLAND HEALTH CENTER,"1101 W LIBERTY,FARMINGTON,ST. FRANCOIS,MO",MO,6825
HENRY,GOLDEN VALLEY MEMORIAL HOSPITAL,"1600 N 2ND ST,CLINTON,HENRY,MO",MO,150200
ST. LOUIS,ST LUKE'S DES PERES HOSPITAL,"2345 DOUGHERTY FERRY ROAD,SAINT LOUIS,ST. LOUIS,MO",MO,508995
ST. LOUIS,ST LUKES HOSPITAL,"232 S WOODS MILL RD,CHESTERFIELD,ST. LOUIS,MO",MO,508995
ST. LOUIS,CHRISTIAN HOSPITAL NORTHEAST,"11133 DUNN ROAD,SAINT LOUIS,ST. LOUIS,MO",MO,508995
JACKSON,LEE'S SUMMIT MEDICAL CENTER,"2100 SE BLUE PARKWAY,LEES SUMMIT,JACKSON,MO",MO,269410
ST. CHARLES,BARNES-JEWISH ST PETERS HOSPITAL,"10 HOSPITAL DR,SAINT PETERS,ST. CHARLES,MO",MO,86655
JACKSON,ST MARYS MEDICAL CENTER,"201 NW R D MIZE RD,BLUE SPRINGS,JACKSON,MO",MO,269410
POLK,CITIZENS MEMORIAL HOSPITAL,"1500 N OAKLAND,BOLIVAR,POLK,MO",MO,678790
ST. CHARLES,SSM ST JOSEPH HOSPITAL WEST,"100 MEDICAL PLAZA,LAKE SAINT LOUIS,ST. CHARLES,MO",MO,86655
JACKSON,SAINT LUKE'S EAST  HOSPITAL,"100 N E SAINT LUKE'S BOULEVARD,LEES SUMMIT,JACKSON,MO",MO,269410
ST. CHARLES,PROGRESS WEST HOSPITAL,"2 PROGRESS POINT PKWY,O FALLON,ST. CHARLES,MO",MO,86655
BUTLER,BLACK RIVER COMMUNITY MEDICAL CENTER,"217 PHYSICIANS PARK DRIVE,POPLAR BLUFF,BUTLER,MO",MO,192297
ST. CLAIR,ELLETT MEMORIAL HOSPITAL,"610 N OHIO AVE,APPLETON CITY,ST. CLAIR,MO",MO,189468
MADISON,MADISON MEDICAL CENTER,"611 W MAIN ST,FREDERICKTOWN,MADISON,MO",MO,412934
ATCHISON,COMMUNITY HOSPITAL ASSOCIATION,"26136 US HIGHWAY 59, PO BOX 107,FAIRFAX,ATCHISON,MO",MO,2509
PUTNAM,PUTNAM COUNTY MEMORIAL HOSPITAL,"1926 OAK STREET,  PO BOX 389,UNIONVILLE,PUTNAM,MO",MO,231090
SULLIVAN,SULLIVAN COUNTY MEMORIAL HOSPITAL,"630 WEST THIRD STREET,MILAN,SULLIVAN,MO",MO,143767
LINN,PERSHING MEMORIAL HOSPITAL,"130 EAST LOCKLING,BROOKFIELD,LINN,MO",MO,111019
WASHINGTON,WASHINGTON COUNTY MEMORIAL HOSPITAL,"300 HEALTH WAY,POTOSI,WASHINGTON,MO",MO,711487
GRUNDY,WRIGHT MEMORIAL HOSPITAL,"191 IOWA BOULEVARD,TRENTON,GRUNDY,MO",MO,17682
SCOTLAND,SCOTLAND COUNTY  HOSPITAL,"450 E SIGLER AVENUE,MEMPHIS,SCOTLAND,MO",MO,9224
PERRY,PERRY COUNTY MEMORIAL HOSPITAL,"434 NORTH WEST STREET,PERRYVILLE,PERRY,MO",MO,46550
HARRISON,HARRISON COUNTY COMMUNITY HOSPITAL,"2600 MILLER STREET,BETHANY,HARRISON,MO",MO,101018
MACON,MACON COUNTY SAMARITAN MEMORIAL HOSPITAL,"1205 NORTH MISSOURI ST,MACON,MACON,MO",MO,73072
GASCONADE,HERMANN AREA DISTRICT HOSPITAL,"509 W 18TH ST,HERMANN,GASCONADE,MO",MO,540
ST. FRANCOIS,PARKLAND HEALTH CENTER - BONNE TERRE,"7245 RAIDER ROAD,BONNE TERRE,ST. FRANCOIS,MO",MO,6825
LAWRENCE,MERCY HOSPITAL - AURORA,"500 PORTER AVENUE,AURORA,LAWRENCE,MO",MO,66787
BARRY,MERCY HOSPITAL - CASSVILLE,"94 MAIN STREET,CASSVILLE,BARRY,MO",MO,10360
DENT,SALEM MEMORIAL DISTRICT HOSPITAL,"PO BOX 774,,SALEM,DENT,MO",MO,185
LINCOLN,LINCOLN COUNTY MEDICAL CENTER,"1000 EAST CHERRY STREET,TROY,LINCOLN,MO",MO,205212
LAFAYETTE,LAFAYETTE REGIONAL HEALTH CENTER,"1500 STATE STREET,LEXINGTON,LAFAYETTE,MO",MO,34648
LIVINGSTON,HEDRICK MEDICAL CENTER,"2799 NORTH WASHINGTON STREET,CHILLICOTHE,LIVINGSTON,MO",MO,63050
